关键词1,关键词2,链路强度值,链接强度分类
automatic stacking,rusk-cutting,1.3,弱链接
automatic stacking,spiral polymer brush,1.3,弱链接
differential pressure transmitter,intelligent controller,1.3,弱链接
automatic pressure checking,intelligent controller,1.3,弱链接
differential surface area,longitudinal valve movement,1.3,弱链接
carbon fiber rod,solar-powered flight,1.3,弱链接
hybrid lift technology,solar-powered flight,1.3,弱链接
light film material,solar-powered flight,1.3,弱链接
solar voltage-stabilized power,solar-powered flight,1.3,弱链接
differential surface area,unauthorized access prevention,1.3,弱链接
content retrieval,network interconnection,1.3,弱链接
Z-axis inking,automatic inspection,1.3,弱链接
nonlinear model,time-variant fault diagnosis,1.3,弱链接
nonlinear model,rapid fault detection,1.3,弱链接
pneumatic server,solenoid valve control,1.3,弱链接
UAV booster,telescopic sliding shaft,1.3,弱链接
UAV booster,spring deflection mechanism,1.3,弱链接
UAV booster,two-stage lever,1.3,弱链接
adaptive estimation,nonlinear model,1.3,弱链接
external interference,nonlinear model,1.3,弱链接
UAV cluster,waypoint transmission,1.3,弱链接
UAV cluster,formation control,1.3,弱链接
UAV cluster,ground station network,1.3,弱链接
differential surface area,pressure regulator,1.3,弱链接
automatic pressure control,differential surface area,1.3,弱链接
environmental protection,leveling mechanism,1.3,弱链接
environmental protection,solar tracking,1.3,弱链接
environmental protection,force transmission,1.3,弱链接
ink brush automation,tension spring mechanism,1.3,弱链接
concave-convex surface,tension spring mechanism,1.3,弱链接
movable frame swing,tension spring mechanism,1.3,弱链接
automatic function switching,cutting machine,1.3,弱链接
cutting machine,laser engraving,1.3,弱链接
cutting machine,reflector alignment,1.3,弱链接
control signal generation,transverse shift,1.3,弱链接
control signal generation,maximum rudder angle,1.3,弱链接
automatic rudder control,control signal generation,1.3,弱链接
control signal generation,ship path tracking,1.3,弱链接
UAV booster,extrusion structure,1.3,弱链接
piston stress plane,solenoid valve control,1.3,弱链接
air cylinder sleeve,solenoid valve control,1.3,弱链接
connecting-rod crank,solenoid valve control,1.3,弱链接
automatic gearbox,step-shaped pin hole,1.3,弱链接
automatic gearbox,positioning pin,1.3,弱链接
automatic gearbox,planet set,1.3,弱链接
automatic gearbox,tolerance control,1.3,弱链接
tension spring mechanism,wave line drawing,1.3,弱链接
electronic governor,force sensor,1.3,弱链接
UAV camera system,image-based positioning,1.3,弱链接
back-to-back turning,soft bag filling,1.3,弱链接
automatic limiting,stepped blade structure,1.3,弱链接
automatic limiting,crossed blades,1.3,弱链接
automatic limiting,thermal clamp,1.3,弱链接
automatic spray,lead coating,1.3,弱链接
bubble reduction,separation plate,1.3,弱链接
molding bed,separation plate,1.3,弱链接
separation plate,vertical letter,1.3,弱链接
separation plate,vibrator,1.3,弱链接
automated material handling,magnesium ball turnover,1.3,弱链接
automated material handling,balance weight,1.3,弱链接
automated material handling,steel shaft axle,1.3,弱链接
automated material handling,elastic bag limiting,1.3,弱链接
automatic limiting,optical cable peeling,1.3,弱链接
UAV camera system,bundle adjustment,1.3,弱链接
Poisson ratio,composite material,1.3,弱链接
Poisson ratio,modulus computation,1.3,弱链接
Poisson ratio,microstructure analysis,1.3,弱链接
Poisson ratio,constituent properties,1.3,弱链接
anti-theft lock,mooring system,1.3,弱链接
automatic inflation,heat welding,1.3,弱链接
automatic inflation,clamping jaw,1.3,弱链接
automatic inflation,plastic cushion,1.3,弱链接
automatic inflation,pressure gas source,1.3,弱链接
mooring system,vertical motion hinge,1.3,弱链接
mooring system,self-closing latch,1.3,弱链接
mooring system,rigid body design,1.3,弱链接
feedback control,light focusing module,1.3,弱链接
calibrating system,feedback control,1.3,弱链接
feedback control,laser source,1.3,弱链接
automatic spray,flame angle control,1.3,弱链接
automatic spray,thread feeding guide,1.3,弱链接
automatic spray,worker safety,1.3,弱链接
automatic milling saw,planetary gear drive,1.3,弱链接
cutter head rotation,planetary gear drive,1.3,弱链接
energy-efficient motor,planetary gear drive,1.3,弱链接
GPS data integration,UAV camera system,1.3,弱链接
elastic deforming body,inclined block mechanism,1.3,弱链接
elastic boring bar,inclined block mechanism,1.3,弱链接
UAV camera system,homography estimation,1.3,弱链接
locking lever,permanent magnet,1.3,弱链接
permanent magnet,trigger lever,1.3,弱链接
magnetism sensor,permanent magnet,1.3,弱链接
locking detection,permanent magnet,1.3,弱链接
automatic arrangement,commodity display,1.3,弱链接
inclined block mechanism,jacking rod component,1.3,弱链接
automatic radial adjustment,inclined block mechanism,1.3,弱链接
automatic arrangement,transverse rollers,1.3,弱链接
automatic arrangement,partition plates,1.3,弱链接
feedback control,photoelectric element array,1.3,弱链接
intelligent controller,pressure stabilization,1.3,弱链接
continuous heating,thermal insulation,1.3,弱链接
acceleration sensor,automatic levelling,1.3,弱链接
acceleration sensor,correction algorithm,1.3,弱链接
acceleration sensor,tilt detection,1.3,弱链接
acceleration sensor,optical axis adjustment,1.3,弱链接
control system integration,grabbing mechanism,1.3,弱链接
control system integration,screw transmission,1.3,弱链接
control system integration,dual-axis motion,1.3,弱链接
automatic manipulator,control system integration,1.3,弱链接
backwashing pump,hydraulic driving,1.3,弱链接
hydraulic driving,plane multiway valve,1.3,弱链接
3-DOF pan-tilt,closed-loop control,1.3,弱链接
attitude correction,closed-loop control,1.3,弱链接
closed-loop control,microprocessor feedback,1.3,弱链接
3D printing,variable filament shape,1.3,弱链接
aerial camera control,vidicon zoom control,1.3,弱链接
compact transport,foldable mechanism,1.3,弱链接
foldable mechanism,unmanned plane catapult,1.3,弱链接
foldable mechanism,integrated storage,1.3,弱链接
autonomous aircraft movement,wheel speed control,1.3,弱链接
autonomous aircraft movement,electronic power converter,1.3,弱链接
elastomeric element,material distribution,1.3,弱链接
material distribution,sticky tape mechanism,1.3,弱链接
backup pad,material distribution,1.3,弱链接
cooling system,planetary gear drive,1.3,弱链接
angled light source,reaction container design,1.3,弱链接
angled light source,reduced reagent volume,1.3,弱链接
rotation mechanism,vacuum sucking,1.3,弱链接
rotation mechanism,solar cell transfer,1.3,弱链接
elastic suckers,rotation mechanism,1.3,弱链接
I/O control,rotation mechanism,1.3,弱链接
3D printing,closed ring mechanism,1.3,弱链接
3D printing,adjustable discharge,1.3,弱链接
3D printing,softened material feed,1.3,弱链接
cooling efficiency,movable sampling plate,1.3,弱链接
automatic conveyance,cooling efficiency,1.3,弱链接
U-shaped frame,cooling efficiency,1.3,弱链接
cooling efficiency,slag sampling,1.3,弱链接
airborne stabilization,closed-loop control,1.3,弱链接
aerostatic press,packing box quality,1.3,弱链接
composite vehicle body,cross-partition design,1.3,弱链接
composite vehicle body,partitioned chemical box,1.3,弱链接
composite vehicle body,quick-change undercarriage,1.3,弱链接
quick plug rack,wireless sound reception,1.3,弱链接
quick plug rack,unmanned aerial megaphone,1.3,弱链接
high decibel loudspeaker,quick plug rack,1.3,弱链接
enhanced sound transmission,quick plug rack,1.3,弱链接
intelligent controller,static pressure piston,1.3,弱链接
automatic arrangement,inclined shelf,1.3,弱链接
aerostatic press,square fixed mould,1.3,弱链接
hydraulic driving,multipath integrated valve,1.3,弱链接
automatic filter,hydraulic driving,1.3,弱链接
control cabinet,hydraulic driving,1.3,弱链接
RF line,quick plug rack,1.3,弱链接
quick plug rack,unmanned aerial repeater,1.3,弱链接
coaching assistance,interactive learning,1.3,弱链接
intelligent kitchen,interactive learning,1.3,弱链接
autonomous practice,interactive learning,1.3,弱链接
interactive learning,multimedia teaching,1.3,弱链接
hydraulic driving,regenerative pump,1.3,弱链接
composite vehicle body,spraying nozzle arrangement,1.3,弱链接
aerostatic press,symmetric pressing,1.3,弱链接
aerostatic press,automatic demoulding,1.3,弱链接
exchange column,hydraulic driving,1.3,弱链接
power amplifier,quick plug rack,1.3,弱链接
enhanced relay distance,quick plug rack,1.3,弱链接
precision pin conveyor,yield improvement,1.3,弱链接
clamping plate,yield improvement,1.3,弱链接
intermittent motor,yield improvement,1.3,弱链接
shifting wheel,yield improvement,1.3,弱链接
anatomical point detection,medical imaging optimization,1.3,弱链接
3D image analysis,anatomical point detection,1.3,弱链接
angled light source,automated analysis device,1.3,弱链接
UAV cluster,task management,1.3,弱链接
aerial camera control,remote shutter operation,1.3,弱链接
UAV interface integration,aerial camera control,1.3,弱链接
aerial camera control,disaster relief imaging,1.3,弱链接
integrated machining,multiple output heads,1.3,弱链接
electric spindle unit,integrated machining,1.3,弱链接
high-speed spindle,integrated machining,1.3,弱链接
cutter efficiency,integrated machining,1.3,弱链接
high-pressure nozzles,water filtration,1.3,弱链接
filtering material layer,water filtration,1.3,弱链接
blow-off pipe,water filtration,1.3,弱链接
car washing system,water filtration,1.3,弱链接
anatomical point detection,statistical model training,1.3,弱链接
anatomical point detection,greedy iterative search,1.3,弱链接
automatic deaerator,hydraulic driving,1.3,弱链接
SIFT algorithm,scene matching,1.3,弱链接
satellite map integration,scene matching,1.3,弱链接
automated logistics,conveyor system,1.3,弱链接
automatic presser foot,electronic control module,1.3,弱链接
adaptive sole pressing,electronic control module,1.3,弱链接
electronic control module,pressure spring,1.3,弱链接
electronic control module,guide bar mechanism,1.3,弱链接
material distribution,roll extrusion,1.3,弱链接
dynamic flight adjustment,tactical command integration,1.3,弱链接
flight path trajectory,tactical command integration,1.3,弱链接
automatic waypoint generation,tactical command integration,1.3,弱链接
tactical command integration,vector-based navigation,1.3,弱链接
angled light source,scattering optical system,1.3,弱链接
portable device,vibration therapy,1.3,弱链接
portable device,tenosynovitis self-cure,1.3,弱链接
planet gear massage,portable device,1.3,弱链接
adaptive intensity,portable device,1.3,弱链接
feature vector extraction,scene matching,1.3,弱链接
UAV positioning,scene matching,1.3,弱链接
magnetic tile detection,stepper motor control,1.3,弱链接
arc driving mechanism,stepper motor control,1.3,弱链接
camera positioning,stepper motor control,1.3,弱链接
stepper motor control,synchronous belt system,1.3,弱链接
injection molding,oil pressure cylinder,1.3,弱链接
UAV design,compression spring,1.3,弱链接
automatic sticking,bottle positioning,1.3,弱链接
automatic sticking,guide pipe erection,1.3,弱链接
automatic sticking,concave adsorption,1.3,弱链接
adjustable angle,grinding ball separator,1.3,弱链接
adjustable angle,isosceles-trapezoid screen,1.3,弱链接
adjustable angle,labor-saving design,1.3,弱链接
adjustable angle,flexible replacement,1.3,弱链接
adjustable angle,soil-receiving sheet,1.3,弱链接
rotation mechanism,tension spring stabilization,1.3,弱链接
V-shaped tube,adjustable angle,1.3,弱链接
adjustable angle,automatic mulching,1.3,弱链接
adjustable angle,travelling wheels,1.3,弱链接
brake drum,transmission case,1.3,弱链接
nut grading,yield improvement,1.3,弱链接
roller arrangement,yield improvement,1.3,弱链接
3D medical imaging,anatomical point detection,1.3,弱链接
anatomical point detection,view planning,1.3,弱链接
automatic orientation,transparent cover,1.3,弱链接
automatic orientation,magnetic chess piece,1.3,弱链接
automatic orientation,chess disc magnet,1.3,弱链接
automatic orientation,rotatable magnetic sheet,1.3,弱链接
conveyor system,sorting mechanism,1.3,弱链接
conveyor system,two-dimensional barcode,1.3,弱链接
camera recognition,conveyor system,1.3,弱链接
tactical command integration,vector trajectory,1.3,弱链接
tactical command integration,waypoint navigation,1.3,弱链接
