source,target,weight
mounting base adjustment,roll-over stand,1
automated installation platform,mounting base adjustment,1
UAV launch booster,gravity sensor,1
UAV launch booster,roll-over stand,1
UAV launch booster,automated installation platform,1
gravity sensor,roll-over stand,1
automated installation platform,gravity sensor,1
automated installation platform,roll-over stand,1
gravity center stability,vertical rotating shaft,1
rotary mine car,vertical rotating shaft,1
automatic sliding door,vertical rotating shaft,1
oblique bottom design,vertical rotating shaft,1
gravity center stability,rotary mine car,1
automatic sliding door,gravity center stability,1
gravity center stability,oblique bottom design,1
automatic sliding door,rotary mine car,1
oblique bottom design,rotary mine car,1
automatic sliding door,oblique bottom design,1
double tail booms,oil-electric propulsion,1
methanol engine,oil-electric propulsion,1
hybrid power UAV,oil-electric propulsion,1
high aspect ratio wing,oil-electric propulsion,1
double tail booms,methanol engine,1
double tail booms,hybrid power UAV,1
double tail booms,high aspect ratio wing,1
hybrid power UAV,methanol engine,1
high aspect ratio wing,methanol engine,1
high aspect ratio wing,hybrid power UAV,1
automatic modulator,magnetic stabilization,1
magnetic stabilization,variable display,1
airship advertisement,magnetic stabilization,1
adjustable banner,magnetic stabilization,1
automatic modulator,variable display,1
airship advertisement,automatic modulator,1
adjustable banner,automatic modulator,1
airship advertisement,variable display,1
adjustable banner,variable display,1
adjustable banner,airship advertisement,1
automated dental repair,black triangle detection,1
black triangle detection,plane parameterization,1
black triangle detection,space triangular mesh,1
3D virtual reconstruction,black triangle detection,1
automated dental repair,plane parameterization,1
automated dental repair,space triangular mesh,1
3D virtual reconstruction,automated dental repair,1
plane parameterization,space triangular mesh,1
3D virtual reconstruction,plane parameterization,1
3D virtual reconstruction,space triangular mesh,1
compact design,seven-gear planetary,1
efficient gear switching,seven-gear planetary,1
automatic transmission,seven-gear planetary,1
clutch-brake system,seven-gear planetary,1
compact design,efficient gear switching,1
automatic transmission,efficient gear switching,1
clutch-brake system,efficient gear switching,1
automatic transmission,clutch-brake system,1
high rigidity,welding support,1
oblique top plates,welding support,1
turning rolling wheels,welding support,1
threaded fixing plate,welding support,1
high rigidity,oblique top plates,1
high rigidity,turning rolling wheels,1
high rigidity,threaded fixing plate,1
oblique top plates,turning rolling wheels,1
oblique top plates,threaded fixing plate,1
threaded fixing plate,turning rolling wheels,1
image collection,video collection,1
dual data capture,video collection,1
unmanned aerial vehicle,video collection,1
fixed wing design,video collection,1
dual data capture,image collection,1
image collection,unmanned aerial vehicle,1
fixed wing design,image collection,1
dual data capture,unmanned aerial vehicle,1
dual data capture,fixed wing design,1
fixed wing design,unmanned aerial vehicle,1
O-shaped ring,electromagnet disengagement,1
electromagnet disengagement,sealing strip,1
automobile skylight,electromagnet disengagement,1
U-shaped strip,electromagnet disengagement,1
O-shaped ring,sealing strip,1
O-shaped ring,automobile skylight,1
O-shaped ring,U-shaped strip,1
automobile skylight,sealing strip,1
U-shaped strip,sealing strip,1
U-shaped strip,automobile skylight,1
command dispatch,earthquake rescue,1
earthquake rescue,remote sensing satellite,1
analytic hierarchy process,earthquake rescue,1
earthquake rescue,unmanned plane,1
command dispatch,remote sensing satellite,1
analytic hierarchy process,command dispatch,1
command dispatch,unmanned plane,1
analytic hierarchy process,remote sensing satellite,1
remote sensing satellite,unmanned plane,1
analytic hierarchy process,unmanned plane,1
gear transmission,low-temperature operation,1
condensation prevention,gear transmission,1
gear transmission,vertical drive mechanism,1
gear transmission,unmanned-plane antenna,1
condensation prevention,low-temperature operation,1
low-temperature operation,vertical drive mechanism,1
low-temperature operation,unmanned-plane antenna,1
condensation prevention,vertical drive mechanism,1
condensation prevention,unmanned-plane antenna,1
unmanned-plane antenna,vertical drive mechanism,1
optical filter,variable angle measurement,1
automatic control,optical filter,1
data acquisition,optical filter,1
optical filter,spectral reflectivity,1
automatic control,variable angle measurement,1
data acquisition,variable angle measurement,1
spectral reflectivity,variable angle measurement,1
automatic control,data acquisition,1
automatic control,spectral reflectivity,1
data acquisition,spectral reflectivity,1
aircraft sheet metal,topological adjacency,1
bending side recognition,topological adjacency,1
digital manufacturing,topological adjacency,1
automatic classification,topological adjacency,1
aircraft sheet metal,bending side recognition,1
aircraft sheet metal,digital manufacturing,1
aircraft sheet metal,automatic classification,1
bending side recognition,digital manufacturing,1
automatic classification,bending side recognition,1
automatic classification,digital manufacturing,1
air bag device,buoyancy lift,1
air bag device,angle adjusting mechanism,1
UAV body,air bag device,1
air bag device,rotor wing assembly,1
angle adjusting mechanism,buoyancy lift,1
UAV body,buoyancy lift,1
buoyancy lift,rotor wing assembly,1
UAV body,angle adjusting mechanism,1
angle adjusting mechanism,rotor wing assembly,1
UAV body,rotor wing assembly,1
oil cylinder piston,square prism pile,1
ball face coupling,oil cylinder piston,1
clamping mechanism,oil cylinder piston,1
jaw center adjustment,oil cylinder piston,1
ball face coupling,square prism pile,1
clamping mechanism,square prism pile,1
jaw center adjustment,square prism pile,1
ball face coupling,clamping mechanism,1
ball face coupling,jaw center adjustment,1
clamping mechanism,jaw center adjustment,1
cushion body,volute spiral spring,1
cushion body,flower bed edge,1
automatic retraction,cushion body,1
cushion body,environmental protection,1
flower bed edge,volute spiral spring,1
automatic retraction,volute spiral spring,1
environmental protection,volute spiral spring,1
automatic retraction,flower bed edge,1
environmental protection,flower bed edge,1
automatic retraction,environmental protection,1
automatic platform,hydraulic board feed,1
automatic platform,calcium silicate production,1
automatic platform,stable support,1
automatic platform,rolling wheel mechanism,1
calcium silicate production,hydraulic board feed,1
hydraulic board feed,stable support,1
hydraulic board feed,rolling wheel mechanism,1
calcium silicate production,stable support,1
calcium silicate production,rolling wheel mechanism,1
rolling wheel mechanism,stable support,1
automatic sharpener,pencil feeder,1
automatic sharpener,diving wheel,1
automatic sharpener,clamping surface,1
automatic sharpener,gear engagement,1
diving wheel,pencil feeder,1
clamping surface,pencil feeder,1
gear engagement,pencil feeder,1
clamping surface,diving wheel,1
diving wheel,gear engagement,1
clamping surface,gear engagement,1
beyond-visual-range,posture detection,1
beyond-visual-range,unmanned aerial vehicle,1
beyond-visual-range,wireless video,1
aircraft patrolling,beyond-visual-range,1
posture detection,unmanned aerial vehicle,1
posture detection,wireless video,1
aircraft patrolling,posture detection,1
unmanned aerial vehicle,wireless video,1
aircraft patrolling,unmanned aerial vehicle,1
aircraft patrolling,wireless video,1
manual opening-closing,wireless communication,1
wind direction regulation,wireless communication,1
rotating shaft mechanism,wireless communication,1
duct orifice control,wireless communication,1
manual opening-closing,wind direction regulation,1
manual opening-closing,rotating shaft mechanism,1
duct orifice control,manual opening-closing,1
rotating shaft mechanism,wind direction regulation,1
duct orifice control,wind direction regulation,1
duct orifice control,rotating shaft mechanism,1
automatic conveyor,swing plate,1
distance sensor,swing plate,1
inductor,swing plate,1
pin shaft installation,swing plate,1
automatic conveyor,distance sensor,1
automatic conveyor,inductor,1
automatic conveyor,pin shaft installation,1
distance sensor,inductor,1
distance sensor,pin shaft installation,1
inductor,pin shaft installation,1
PE film segmentation,conveyor belt system,1
automatic cutting,conveyor belt system,1
conveyor belt system,position sensor integration,1
conveyor belt system,hydraulic cutter control,1
PE film segmentation,automatic cutting,1
PE film segmentation,position sensor integration,1
PE film segmentation,hydraulic cutter control,1
automatic cutting,position sensor integration,1
automatic cutting,hydraulic cutter control,1
hydraulic cutter control,position sensor integration,1
hopper car door,reset elastic piece,1
reset elastic piece,vertical drive rod,1
reset elastic piece,self-locking mechanism,1
central locking jaw,reset elastic piece,1
hopper car door,vertical drive rod,1
hopper car door,self-locking mechanism,1
central locking jaw,hopper car door,1
self-locking mechanism,vertical drive rod,1
central locking jaw,vertical drive rod,1
central locking jaw,self-locking mechanism,1
multi-rotor UAV,telescopic device,1
sampling probe,telescopic device,1
soil water sampling,telescopic device,1
crop field,telescopic device,1
multi-rotor UAV,sampling probe,1
crop field,multi-rotor UAV,1
sampling probe,soil water sampling,1
crop field,sampling probe,1
crop field,soil water sampling,1
